index,document_id,overall,nid,nid_s,teds,teds_s,mhs,mhs_s
1,'01030000000001,0.4957450660872714,0.9914901321745428,0.9914901321745428,,,0.0,0.0
2,'01030000000002,0.49347546406910486,0.9869509281382097,0.9869509281382097,,,0.0,0.0
3,'01030000000003,0.48744098205854575,0.9748819641170915,0.9748819641170915,,,0.0,0.0
4,'01030000000004,0.49403437815975726,0.9880687563195145,0.9880687563195145,,,0.0,0.0
5,'01030000000005,0.9047619047619048,0.9047619047619048,0.9047619047619048,,,,
6,'01030000000006,0.9523809523809522,0.9523809523809522,0.9523809523809522,,,,
7,'01030000000007,0.49306062819576335,0.9861212563915267,0.9861212563915267,,,0.0,0.0
8,'01030000000008,0.9552006232956759,0.9552006232956759,0.9552006232956759,,,,
9,'01030000000009,0.7714766984839979,0.7714766984839979,0.7714766984839979,,,,
10,'01030000000010,0.9410828025477707,0.9410828025477707,0.9410828025477707,,,,
11,'01030000000011,0.6814884894355093,0.6814884894355093,0.6814884894355093,,,,
12,'01030000000012,0.9462272333044233,0.9462272333044233,0.9462272333044233,,,,
13,'01030000000013,0.3808572063069065,0.761714412613813,0.761714412613813,,,0.0,0.0
14,'01030000000014,0.6886792452830188,0.6886792452830188,0.6886792452830188,,,,
15,'01030000000015,0.9336065573770491,0.9336065573770491,0.9336065573770491,,,,
16,'01030000000016,0.2269692923898531,0.4539385847797062,0.03522504892367906,,,0.0,0.0
17,'01030000000017,0.9816568047337279,0.9816568047337279,0.9816568047337279,,,,
18,'01030000000018,0.39053398058252425,0.7810679611650485,0.7810679611650485,,,0.0,0.0
19,'01030000000019,0.49891950297136684,0.9978390059427337,0.9978390059427337,,,0.0,0.0
20,'01030000000020,0.9962714392244594,0.9962714392244594,0.9962714392244594,,,,
21,'01030000000021,0.4982476635514018,0.9964953271028036,0.9964953271028036,,,0.0,0.0
22,'01030000000022,0.9963084495488104,0.9963084495488104,0.9963084495488104,,,,
23,'01030000000023,0.9988216810683425,0.9988216810683425,0.9988216810683425,,,,
24,'01030000000024,0.9995910020449899,0.9995910020449899,0.9995910020449899,,,,
25,'01030000000025,0.9990791896869244,0.9990791896869244,0.9990791896869244,,,,
26,'01030000000026,0.9981412639405205,0.9981412639405205,0.9981412639405205,,,,
27,'01030000000027,0.24726301735647527,0.24726301735647527,0.24726301735647527,,,,
28,'01030000000028,0.32003859761981346,0.6400771952396269,0.6400771952396269,,,0.0,0.0
29,'01030000000029,0.3242849713988559,0.6485699427977119,0.6485699427977119,,,0.0,0.0
30,'01030000000030,0.4840563589173156,0.4840563589173156,0.6614902601825363,,,,
