index,document_id,overall,nid,nid_s,teds,teds_s,mhs,mhs_s
1,'01030000000001,0.9792332831862817,0.9884057971014493,0.9884057971014493,,,0.9700607692711141,1.0
2,'01030000000002,0.977366597029212,0.9849209268113277,0.9849209268113277,,,0.9698122672470965,1.0
3,'01030000000003,0.9598077368229552,0.9717535545023697,0.9717535545023697,,,0.9478619191435406,1.0
4,'01030000000004,0.9842367501024667,0.9820020222446915,0.9820020222446915,,,0.986471477960242,1.0
5,'01030000000005,0.8473804100227791,0.8473804100227791,0.8473804100227791,,,,
6,'01030000000006,0.8759894459102903,0.8759894459102903,0.8759894459102903,,,,
7,'01030000000007,0.9055485010624845,0.984652862362972,0.984652862362972,,,0.826444139761997,0.8333333333333334
8,'01030000000008,0.7951244813278009,0.7951244813278009,0.7951244813278009,,,,
9,'01030000000009,0.7649357900614181,0.7649357900614181,0.7649357900614181,,,,
10,'01030000000010,0.9298339582217462,0.9298339582217462,0.9298339582217462,,,,
11,'01030000000011,0.9155107187894074,0.9155107187894074,0.9155107187894074,,,,
12,'01030000000012,0.9309309309309309,0.9309309309309309,0.9309309309309309,,,,
13,'01030000000013,0.7269843027929387,0.7530944625407165,0.7530944625407165,,,0.7008741430451608,1.0
14,'01030000000014,0.9434225844004657,0.9434225844004657,0.9434225844004657,,,,
15,'01030000000015,0.9195590036749693,0.9195590036749693,0.9195590036749693,,,,
16,'01030000000016,0.7659884422285361,0.6867732558139533,0.037109375,,,0.845203628643119,1.0
17,'01030000000017,0.9821109123434705,0.9821109123434705,0.9821109123434705,,,,
18,'01030000000018,0.6410671050766634,0.4803370786516854,0.012269938650306789,,,0.8017971315016416,1.0
19,'01030000000019,0.931893258569634,0.9983801295896328,0.9983801295896328,,,0.8654063875496352,1.0
20,'01030000000020,0.9973890339425587,0.9973890339425587,0.9973890339425587,,,,
21,'01030000000021,0.8607445550294768,0.9982486865148862,0.9982486865148862,,,0.7232404235440673,0.75
22,'01030000000022,0.9969218140775703,0.9969218140775703,0.9969218140775703,,,,
23,'01030000000023,0.9950661140714426,0.9950661140714426,0.9950661140714426,,,,
24,'01030000000024,0.9946589975349219,0.9946589975349219,0.9946589975349219,,,,
25,'01030000000025,0.9942143022448507,0.9942143022448507,0.9942143022448507,,,,
26,'01030000000026,0.9948622139187296,0.9948622139187296,0.9948622139187296,,,,
27,'01030000000027,0.5655430711610487,0.5655430711610487,0.5655430711610487,,,,
28,'01030000000028,0.9758026071583177,0.972406914893617,0.972406914893617,,,0.9791982994230185,1.0
29,'01030000000029,0.8856279549401154,0.956361401352182,0.956361401352182,,,0.8148945085280489,0.8333333333333334
30,'01030000000030,0.9394711691621535,0.9394711691621535,0.9394711691621535,,,,
31,'01030000000031,0.9413271971687714,0.9360679970436068,0.9360679970436068,,,0.9465863972939361,1.0
32,'01030000000032,0.9825468718174272,0.9748899818793685,0.9748899818793685,,,0.9902037617554859,1.0
33,'01030000000033,0.891024413450884,0.9436274509803921,0.9436274509803921,,,0.8384213759213759,1.0
34,'01030000000034,0.8960000000000001,0.8960000000000001,0.8960000000000001,,,,
35,'01030000000035,0.78472733841217,0.9231193166161477,0.9231193166161477,,,0.6463353602081925,1.0
36,'01030000000036,0.9823353567400156,0.9781780394873572,0.9781780394873572,,,0.986492673992674,1.0
37,'01030000000037,0.9498365203307064,0.9287790697674418,0.9287790697674418,,,0.9708939708939709,1.0
38,'01030000000038,0.8474230929945874,0.8628332797944105,0.8628332797944105,,,0.8320129061947643,1.0
39,'01030000000039,0.8615548296275874,0.9123887748117727,0.9123887748117727,,,0.8107208844434023,1.0
40,'01030000000040,0.9698328577252344,0.9698328577252344,0.9698328577252344,,,,
41,'01030000000041,0.9300207039337474,0.9300207039337474,0.9300207039337474,,,,
42,'01030000000042,0.9664478482859227,0.9664478482859227,0.9664478482859227,,,,
43,'01030000000043,0.9197860962566845,0.9197860962566845,0.9197860962566845,,,,
44,'01030000000044,0.7581906145819572,0.6796338672768879,0.11309523809523814,,,0.8367473618870267,1.0
45,'01030000000045,0.9536805207811717,0.9073610415623434,0.8604651162790699,1.0,1.0,,
46,'01030000000046,0.8682417766793524,0.8395763368638595,0.6473214285714286,0.8969072164948454,0.8969072164948454,,
47,'01030000000047,0.8702123057468969,0.8638814016172506,0.9375,0.8765432098765432,0.8765432098765432,,
48,'01030000000048,0.8696723414286903,0.9904316393791197,0.9904316393791197,,,0.7489130434782609,0.75
49,'01030000000049,0.9829189189189189,0.9829189189189189,0.9829189189189189,,,,
50,'01030000000050,0.973225404732254,0.973225404732254,0.973225404732254,,,,
51,'01030000000051,0.9662221330463154,0.9494718812446474,0.9831932773109243,0.9891304347826086,1.0,0.9600640831116902,1.0
52,'01030000000052,0.9673777767645897,0.9391466542317556,0.9705400981996726,0.9956088992974239,1.0,,
53,'01030000000053,0.9727063101008259,0.9523056653491436,0.9853181076672104,0.9979296066252588,1.0,0.9678836583280751,1.0
54,'01030000000054,0.9986676438684337,0.9985915492957748,0.9985915492957748,,,0.9987437384410925,1.0
55,'01030000000055,0.9381868131868132,0.9381868131868132,0.9381868131868132,,,,
56,'01030000000056,0.865774378585086,0.865774378585086,0.865774378585086,,,,
57,'01030000000057,0.92561505065123,0.92561505065123,0.92561505065123,,,,
58,'01030000000058,0.7870775685658138,0.9121184088806661,0.9121184088806661,,,0.6620367282509616,0.75
59,'01030000000059,0.7367976341360373,0.7367976341360373,0.7367976341360373,,,,
60,'01030000000060,0.8551510457010071,0.8551510457010071,0.8551510457010071,,,,
61,'01030000000061,0.9217758985200846,0.9217758985200846,0.9217758985200846,,,,
62,'01030000000062,0.7626733362900759,0.9924585218702866,0.9924585218702866,,,0.5328881507098653,0.75
63,'01030000000063,0.9720234222511386,0.9720234222511386,0.9720234222511386,,,,
64,'01030000000064,0.9197764286834383,0.9211855104281012,0.9937655860349127,0.9183673469387755,0.9183673469387755,,
65,'01030000000065,0.943034956125584,0.9669931084512151,0.9669931084512151,,,0.9190768037999529,1.0
66,'01030000000066,0.9300648882480174,0.9300648882480174,0.9300648882480174,,,,
67,'01030000000067,0.9282728911406621,0.9170305676855895,0.9170305676855895,,,0.9395152145957347,1.0
68,'01030000000068,0.9738997904362736,0.9738997904362736,0.9738997904362736,,,,
69,'01030000000069,0.8075544978536456,0.9768718149745197,0.9768718149745197,,,0.6382371807327716,0.7142857142857143
70,'01030000000070,0.6628056628056629,0.6628056628056629,0.6628056628056629,,,,
71,'01030000000071,0.9658069446734695,0.9578113014574278,0.9578113014574278,,,0.9738025878895112,1.0
72,'01030000000072,0.6660069272637308,0.6660069272637308,0.6660069272637308,,,,
73,'01030000000073,0.8045397225725095,0.8045397225725095,0.8045397225725095,,,,
74,'01030000000074,0.9409730797727834,0.9409730797727834,0.9409730797727834,,,,
75,'01030000000075,0.9654458928201946,0.9654458928201946,0.9654458928201946,,,,
76,'01030000000076,0.6178623718887262,0.6178623718887262,0.6178623718887262,,,,
77,'01030000000077,0.9321582550241088,0.9583641290958365,0.9583641290958365,,,0.905952380952381,1.0
78,'01030000000078,0.8727905462921235,0.8566922036953583,0.8822246455834243,0.8888888888888888,0.8888888888888888,,
79,'01030000000079,0.809137675608762,0.9878603945371777,0.9878603945371777,,,0.6304149566803465,0.75
80,'01030000000080,0.7577838423909751,0.984681154257214,0.984681154257214,,,0.530886530524736,0.75
81,'01030000000081,0.9677094861412219,0.9357939254133025,0.964329643296433,0.9996250468691413,1.0,,
82,'01030000000082,0.9562845882944826,0.9185393258426966,0.970954356846473,0.9940298507462687,1.0,,
83,'01030000000083,0.941668706512595,0.8838874680306905,0.7677902621722846,0.9994499449944995,1.0,,
84,'01030000000084,0.9369170348551792,0.8738340697103584,0.7358490566037736,1.0,1.0,,
85,'01030000000085,0.5270064316226719,0.6191646191646192,0.6191646191646192,,,0.43484824408072464,1.0
86,'01030000000086,0.9212876088090647,0.982133380505926,0.982133380505926,,,0.8604418371122033,1.0
87,'01030000000087,0.9717162032598274,0.9717162032598274,0.9717162032598274,,,,
88,'01030000000088,0.9686719606312231,0.9375166179207658,0.33766233766233766,0.9998273033416804,1.0,,
89,'01030000000089,0.9678760282021152,0.9391304347826087,0.0,0.9966216216216216,1.0,,
90,'01030000000090,0.9668082103421667,0.9337694194603433,0.0,0.9998470012239902,1.0,,
91,'01030000000091,0.9174177966913757,0.9845375316277764,0.9845375316277764,,,0.8502980617549751,0.8571428571428572
92,'01030000000092,0.9995350919275854,0.9993922450467971,0.9993922450467971,,,0.9996779388083736,1.0
93,'01030000000093,0.9743209143535698,0.9743209143535698,0.9743209143535698,,,,
94,'01030000000094,0.9717291255752795,0.9717291255752795,0.9717291255752795,,,,
95,'01030000000095,0.9519505233111323,0.9519505233111323,0.9519505233111323,,,,
96,'01030000000096,0.960120391271633,0.960120391271633,0.960120391271633,,,,
97,'01030000000097,0.9595229809460457,0.9557781578304422,0.9557781578304422,,,0.9632678040616491,1.0
98,'01030000000098,0.8303595206391479,0.8303595206391479,0.8303595206391479,,,,
99,'01030000000099,0.9268778102361677,0.9217230199166281,0.9217230199166281,,,0.9320326005557071,1.0
100,'01030000000100,0.868042526579112,0.868042526579112,0.868042526579112,,,,
101,'01030000000101,0.996881657317291,0.9963361016121152,0.9963361016121152,,,0.9974272130224667,1.0
102,'01030000000102,0.9484817468440805,0.9484817468440805,0.9484817468440805,,,,
103,'01030000000103,0.9051248804928667,0.9428807947019867,0.9428807947019867,,,0.8673689662837467,0.9375
104,'01030000000104,0.9428472968315327,0.9551478083588175,0.9551478083588175,,,0.930546785304248,1.0
105,'01030000000105,0.7983145542621004,0.8919562113279391,0.8919562113279391,,,0.7046728971962617,0.75
106,'01030000000106,0.812953995157385,0.812953995157385,0.812953995157385,,,,
107,'01030000000107,0.4759630530108884,0.5578595317725752,0.5578595317725752,,,0.39406657424920166,0.8
108,'01030000000108,0.7467582973144146,0.6593406593406592,0.04991087344028521,,,0.8341759352881699,1.0
109,'01030000000109,0.8741666038285087,0.8832080200501253,0.8832080200501253,,,0.8651251876068923,1.0
110,'01030000000110,0.2314148681055156,0.4628297362110312,0.8233202986135798,0.0,0.0,,
111,'01030000000111,0.904040348333861,0.8977533241632278,0.8977533241632278,,,0.9103273725044942,1.0
112,'01030000000112,0.9777922926192031,0.9777922926192031,0.9777922926192031,,,,
113,'01030000000113,0.7871969696969697,0.875,0.01238995761330286,,,0.6993939393939395,0.75
114,'01030000000114,0.8974904296044237,0.8974904296044237,0.0,,,,
115,'01030000000115,0.9671880458238298,0.9731566428814137,0.9731566428814137,,,0.9612194487662458,1.0
116,'01030000000116,0.7822879644071696,0.8618732261116367,0.8632326820603908,0.7027027027027026,0.7027027027027026,,
117,'01030000000117,0.7128047005315041,0.8626450116009281,0.8715113217482886,0.5904761904761905,0.6190476190476191,0.6852928995173939,0.8571428571428572
118,'01030000000118,0.6128366087056245,0.9018853405155829,0.9018853405155829,,,0.3237878768956661,0.6666666666666667
